year,Comp,Part,democracy_index,SSno,code
1931,58.60,55.16,32.33,305,AUS
1932,58.60,55.16,32.33,305,AUS
1933,58.60,55.16,32.33,305,AUS
1934,0.00,0.00,0.00,305,AUS
1935,0.00,0.00,0.00,305,AUS
1936,0.00,0.00,0.00,305,AUS
1937,0.00,0.00,0.00,305,AUS
1945,50.20,47.31,23.75,305,AUS
1946,50.20,47.31,23.75,305,AUS
1947,50.20,47.31,23.75,305,AUS
1948,50.20,47.31,23.75,305,AUS
1949,56.00,60.78,34.04,305,AUS
1950,56.00,60.78,34.04,305,AUS
1951,56.00,60.78,34.04,305,AUS
1952,56.00,60.78,34.04,305,AUS
1953,58.80,62.32,36.64,305,AUS
1954,58.80,62.32,36.64,305,AUS
1955,58.80,62.32,36.64,305,AUS
1956,54.00,62.62,33.81,305,AUS
1957,54.00,62.62,33.81,305,AUS
1958,54.00,62.62,33.81,305,AUS
1959,55.80,62.24,34.73,305,AUS
1960,55.80,62.24,34.73,305,AUS
1961,55.80,62.24,34.73,305,AUS
1962,54.60,62.50,34.12,305,AUS
1963,54.60,62.50,34.12,305,AUS
1964,54.60,62.50,34.12,305,AUS
1965,54.60,62.50,34.12,305,AUS
1966,51.70,62.17,32.14,305,AUS
1967,51.70,62.17,32.14,305,AUS
1968,51.70,62.17,32.14,305,AUS
1969,51.70,62.17,32.14,305,AUS
1970,51.80,62.47,32.36,305,AUS
1971,50.00,61.09,30.54,305,AUS
1972,50.00,61.09,30.54,305,AUS
1973,50.00,61.09,30.54,305,AUS
1974,50.00,61.09,30.54,305,AUS
1975,49.60,62.00,30.75,305,AUS
1976,49.60,62.00,30.75,305,AUS
1977,49.60,62.00,30.75,305,AUS
1978,49.60,62.00,30.75,305,AUS
1979,49.00,63.70,31.21,305,AUS
1980,49.00,63.70,31.21,305,AUS
1981,49.00,63.70,31.21,305,AUS
1982,49.00,63.70,31.21,305,AUS
1983,52.40,64.27,33.68,305,AUS
1984,52.40,64.27,33.68,305,AUS
1985,52.40,64.27,33.68,305,AUS
1986,56.90,64.14,36.50,305,AUS
1987,56.90,64.14,36.50,305,AUS
1988,56.90,64.14,36.50,305,AUS
1989,56.90,64.14,36.50,305,AUS
1990,58.50,60.96,35.66,305,AUS
1991,58.50,60.96,35.66,305,AUS
1992,58.50,60.96,35.66,305,AUS
1993,58.50,60.96,35.66,305,AUS
1994,65.10,57.69,37.56,305,AUS
1995,65.10,57.69,37.56,305,AUS
1996,65.10,57.69,37.56,305,AUS
1997,65.10,57.69,37.56,305,AUS
1998,65.10,57.69,37.56,305,AUS
1999,66.80,56.79,37.94,305,AUS
2000,66.80,56.79,37.94,305,AUS
1991,13.50,48.00,6.48,373,AZE
1992,26.00,48.00,12.48,373,AZE
1993,6.10,51.04,3.11,373,AZE
1994,6.10,51.04,3.11,373,AZE
1995,4.60,50.76,2.33,373,AZE
1996,4.60,50.76,2.33,373,AZE
1997,4.60,50.76,2.33,373,AZE
1998,15.20,45.21,6.87,373,AZE
1999,15.20,45.21,6.87,373,AZE
2000,29.75,39.52,11.76,373,AZE
1973,45.00,27.90,12.55,31,BHM
1974,45.00,27.90,12.55,31,BHM
1975,45.00,27.90,12.55,31,BHM
1976,45.00,27.90,12.55,31,BHM
1977,45.00,31.89,14.35,31,BHM
1978,45.00,31.89,14.35,31,BHM
1979,45.00,31.89,14.35,31,BHM
1980,45.00,31.89,14.35,31,BHM
1981,45.00,31.89,14.35,31,BHM
1982,44.80,34.75,15.57,31,BHM
1983,44.80,34.75,15.57,31,BHM
1984,44.80,34.75,15.57,31,BHM
1985,44.80,34.75,15.57,31,BHM
1986,44.80,34.75,15.57,31,BHM
1987,46.40,41.44,19.23,31,BHM
1988,46.40,41.44,19.23,31,BHM
1989,46.40,41.44,19.23,31,BHM
1990,46.40,41.44,19.23,31,BHM
1991,46.40,41.44,19.23,31,BHM
1992,45.00,42.45,19.10,31,BHM
1993,45.00,42.45,19.10,31,BHM
1994,45.00,42.45,19.10,31,BHM
1995,45.00,42.45,19.10,31,BHM
1996,45.00,42.45,19.10,31,BHM
1997,42.30,41.09,17.38,31,BHM
1998,42.30,41.09,17.38,31,BHM
1999,42.30,41.09,17.38,31,BHM
2000,42.30,41.09,17.38,31,BHM
1971,0.00,0.00,0.00,692,BAH
1972,0.00,0.00,0.00,692,BAH
1973,0.00,0.00,0.00,692,BAH
1974,0.00,0.00,0.00,692,BAH
1975,0.00,0.00,0.00,692,BAH
1976,0.00,0.00,0.00,692,BAH
1977,0.00,0.00,0.00,692,BAH
1978,0.00,0.00,0.00,692,BAH
1979,0.00,0.00,0.00,692,BAH
1980,0.00,0.00,0.00,692,BAH
1981,0.00,0.00,0.00,692,BAH
1982,0.00,0.00,0.00,692,BAH
1983,0.00,0.00,0.00,692,BAH
1984,0.00,0.00,0.00,692,BAH
1985,0.00,0.00,0.00,692,BAH
1986,0.00,0.00,0.00,692,BAH
1987,0.00,0.00,0.00,692,BAH
1988,0.00,0.00,0.00,692,BAH
1989,0.00,0.00,0.00,692,BAH
1990,0.00,0.00,0.00,692,BAH
1991,0.00,0.00,0.00,692,BAH
1992,0.00,0.00,0.00,692,BAH
1993,0.00,0.00,0.00,692,BAH
1994,0.00,0.00,0.00,692,BAH
1995,0.00,0.00,0.00,692,BAH
1996,0.00,0.00,0.00,692,BAH
1997,0.00,0.00,0.00,692,BAH
1998,0.00,0.00,0.00,692,BAH
1999,0.00,0.00,0.00,692,BAH
2000,0.00,0.00,0.00,692,BAH
1971,0.00,0.00,0.00,771,BNG
1972,25.00,22.73,5.68,771,BNG
1973,27.00,24.83,6.70,771,BNG
1974,27.00,24.83,6.70,771,BNG
1975,0.00,0.00,0.00,771,BNG
1976,0.00,0.00,0.00,771,BNG
1977,0.00,0.00,0.00,771,BNG
1978,22.30,23.96,5.34,771,BNG
1979,22.30,23.96,5.34,771,BNG
1980,22.30,23.96,5.34,771,BNG
1981,34.20,23.96,8.20,771,BNG
1982,0.00,0.00,0.00,771,BNG
1983,0.00,0.00,0.00,771,BNG
1984,0.00,0.00,0.00,771,BNG
1985,0.00,0.00,0.00,771,BNG
1986,16.40,25.91,4.25,771,BNG
1987,16.40,25.91,4.25,771,BNG
1988,16.40,25.91,4.25,771,BNG
1989,16.40,25.91,4.25,771,BNG
1990,0.00,0.00,0.00,771,BNG
1991,49.00,29.48,14.44,771,BNG
1992,49.00,29.48,14.44,771,BNG
1993,49.00,29.48,14.44,771,BNG
1994,49.00,29.48,14.44,771,BNG
1995,49.00,29.48,14.44,771,BNG
1996,51.30,33.69,17.28,771,BNG
1997,51.30,33.69,17.28,771,BNG
1998,51.30,33.69,17.28,771,BNG
1999,51.30,33.69,17.28,771,BNG
2000,51.30,33.69,17.28,771,BNG
1966,41.70,31.70,13.22,53,BAR
1967,41.70,31.70,13.22,53,BAR
1968,41.70,31.70,13.22,53,BAR
1969,41.70,31.70,13.22,53,BAR
1970,41.70,31.70,13.22,53,BAR
1971,43.00,39.17,16.85,53,BAR
1972,43.00,39.17,16.85,53,BAR
1973,43.00,39.17,16.85,53,BAR
1974,43.00,39.17,16.85,53,BAR
1975,43.00,39.17,16.85,53,BAR
1976,54.00,39.79,21.48,53,BAR
1977,54.00,39.79,21.48,53,BAR
1978,54.00,39.79,21.48,53,BAR
1979,54.00,39.79,21.48,53,BAR
1980,54.00,39.79,21.48,53,BAR
1981,53.30,47.83,25.49,53,BAR
1982,53.30,47.83,25.49,53,BAR
1983,53.30,47.83,25.49,53,BAR
1984,53.30,47.83,25.49,53,BAR
1985,53.30,47.83,25.49,53,BAR
1986,40.50,53.25,21.57,53,BAR
1987,40.50,53.25,21.57,53,BAR
1988,40.50,53.25,21.57,53,BAR
1989,40.50,53.25,21.57,53,BAR
1990,40.50,53.25,21.57,53,BAR
1991,50.20,46.61,23.40,53,BAR
1992,50.20,46.61,23.40,53,BAR
1993,50.20,46.61,23.40,53,BAR
1994,51.70,47.42,24.52,53,BAR
1995,51.70,47.42,24.52,53,BAR
1996,51.70,47.42,24.52,53,BAR
1997,51.70,47.42,24.52,53,BAR
1998,51.70,47.42,24.52,53,BAR
1999,35.00,49.61,17.36,53,BAR
2000,35.00,49.61,17.36,53,BAR
1991,19.50,30.22,5.89,370,BLR
1992,19.50,30.22,5.89,370,BLR
1993,19.50,30.22,5.89,370,BLR
1994,15.00,47.97,7.20,370,BLR
1995,15.00,47.97,7.20,370,BLR
1996,15.00,47.97,7.20,370,BLR
1997,15.00,47.97,7.20,370,BLR
1998,15.00,47.97,7.20,370,BLR
1999,15.00,47.97,7.20,370,BLR
2000,15.00,47.97,7.20,370,BLR
1830,0.00,0.00,0.00,211,BEL
1831,39.20,0.70,0.27,211,BEL
1832,39.20,0.70,0.27,211,BEL
1833,39.20,0.69,0.27,211,BEL
1834,39.20,0.69,0.27,211,BEL
1835,39.20,0.70,0.27,211,BEL
1836,39.20,0.70,0.27,211,BEL
1837,39.20,0.70,0.27,211,BEL
1838,39.20,0.70,0.27,211,BEL
1839,42.60,0.76,0.32,211,BEL
1840,42.60,0.76,0.32,211,BEL
1841,42.60,0.76,0.32,211,BEL
1842,42.60,0.76,0.32,211,BEL
1843,31.90,0.94,0.30,211,BEL
1844,31.90,0.94,0.30,211,BEL
1845,31.90,0.94,0.30,211,BEL
1846,31.90,0.94,0.30,211,BEL
1847,49.10,0.78,0.38,211,BEL
1848,23.20,1.22,0.28,211,BEL
1849,23.20,1.22,0.28,211,BEL
1850,45.20,1.26,0.57,211,BEL
1851,45.20,1.26,0.57,211,BEL
1852,42.60,1.30,0.56,211,BEL
1853,42.60,1.30,0.56,211,BEL
1854,42.60,1.25,0.53,211,BEL
1855,42.60,1.25,0.53,211,BEL
1856,45.10,1.22,0.55,211,BEL
1857,45.30,1.59,0.72,211,BEL
1858,45.30,1.59,0.72,211,BEL
1859,45.80,1.22,0.56,211,BEL
1860,45.80,1.22,0.56,211,BEL
1861,42.50,1.21,0.52,211,BEL
1862,42.50,1.21,0.52,211,BEL
1863,45.50,1.67,0.76,211,BEL
1864,50.00,1.68,0.84,211,BEL
1865,50.00,1.68,0.84,211,BEL
1866,41.80,1.60,0.67,211,BEL
1867,41.80,1.60,0.67,211,BEL
1868,44.90,1.25,0.56,211,BEL
1869,44.90,1.25,0.56,211,BEL
1870,45.50,1.45,0.66,211,BEL
1871,45.50,1.45,0.66,211,BEL
1872,31.20,1.19,0.37,211,BEL
1873,31.20,1.19,0.37,211,BEL
1874,47.50,1.28,0.61,211,BEL
1875,47.50,1.28,0.61,211,BEL
1876,46.30,1.60,0.74,211,BEL
1877,46.30,1.60,0.74,211,BEL
1878,47.40,1.33,0.63,211,BEL
1879,47.40,1.33,0.63,211,BEL
1880,49.70,1.53,0.76,211,BEL
1881,49.70,1.53,0.76,211,BEL
1882,47.20,1.47,0.70,211,BEL
1883,47.20,1.47,0.70,211,BEL
1884,39.00,1.89,0.74,211,BEL
1885,39.00,1.89,0.74,211,BEL
1886,48.70,1.25,0.61,211,BEL
1887,48.70,1.25,0.61,211,BEL
1888,41.60,1.79,0.74,211,BEL
1889,41.60,1.79,0.74,211,BEL
1890,45.50,1.26,0.57,211,BEL
1891,45.50,1.26,0.57,211,BEL
1892,46.40,1.69,0.78,211,BEL
1893,46.40,1.69,0.78,211,BEL
1894,49.90,20.20,10.08,211,BEL
1895,49.90,20.20,10.08,211,BEL
1896,47.30,19.47,9.21,211,BEL
1897,47.30,19.47,9.21,211,BEL
1898,57.10,20.85,11.91,211,BEL
1899,57.10,20.85,11.91,211,BEL
1900,51.50,20.71,10.66,211,BEL
1901,51.50,20.71,10.66,211,BEL
1902,48.50,20.70,10.04,211,BEL
1903,48.50,20.70,10.04,211,BEL
1904,56.50,20.42,11.54,211,BEL
1905,56.50,20.42,11.54,211,BEL
1906,45.70,20.75,9.48,211,BEL
1907,45.70,20.75,9.48,211,BEL
1908,56.90,20.88,11.88,211,BEL
1909,56.90,20.88,11.88,211,BEL
1910,46.90,21.55,10.11,211,BEL
1911,46.90,21.55,10.11,211,BEL
1912,49.00,22.14,10.85,211,BEL
1913,49.00,22.14,10.85,211,BEL
1914,57.20,21.75,12.44,211,BEL
1915,57.20,21.75,12.44,211,BEL
1916,57.20,21.75,12.44,211,BEL
1917,57.20,21.75,12.44,211,BEL
1918,57.20,21.75,12.44,211,BEL
1919,63.40,23.17,14.69,211,BEL
1920,63.40,23.17,14.69,211,BEL
1921,63.00,25.75,16.22,211,BEL
1922,63.00,25.75,16.22,211,BEL
1923,63.00,25.75,16.22,211,BEL
1924,63.00,25.75,16.22,211,BEL
1925,60.60,26.74,16.20,211,BEL
1926,60.60,26.74,16.20,211,BEL
1927,60.60,26.74,16.20,211,BEL
1928,60.60,26.74,16.20,211,BEL
1929,64.00,27.76,17.77,211,BEL
1930,64.00,27.76,17.77,211,BEL
1931,64.00,27.76,17.77,211,BEL
1932,61.50,28.53,17.54,211,BEL
1933,61.50,28.53,17.54,211,BEL
1934,61.50,28.53,17.54,211,BEL
1935,61.50,28.53,17.54,211,BEL
1936,67.90,28.41,19.29,211,BEL
1937,67.90,28.41,19.29,211,BEL
1938,67.90,28.41,19.29,211,BEL
1939,67.30,27.87,18.76,211,BEL
1945,67.30,27.87,18.76,211,BEL
1946,57.50,28.27,16.26,211,BEL
1947,57.50,28.27,16.26,211,BEL
1948,57.50,28.27,16.26,211,BEL
1949,56.50,58.40,33.00,211,BEL
1950,52.30,57.21,29.92,211,BEL
1951,52.30,57.21,29.92,211,BEL
1952,52.30,57.21,29.92,211,BEL
1953,52.30,57.21,29.92,211,BEL
1954,58.90,58.51,34.46,211,BEL
1955,58.90,58.51,34.46,211,BEL
1956,58.90,58.51,34.46,211,BEL
1957,58.90,58.51,34.46,211,BEL
1958,53.50,58.59,31.35,211,BEL
1959,53.50,58.59,31.35,211,BEL
1960,53.50,58.59,31.35,211,BEL
1961,58.50,57.35,33.55,211,BEL
1962,58.50,57.35,33.55,211,BEL
1963,58.50,57.35,33.55,211,BEL
1964,58.50,57.35,33.55,211,BEL
1965,65.60,54.78,35.93,211,BEL
1966,65.60,54.78,35.93,211,BEL
1967,65.60,54.78,35.93,211,BEL
1968,68.20,53.82,36.71,211,BEL
1969,68.20,53.82,36.71,211,BEL
1970,68.20,53.82,36.71,211,BEL
1971,69.90,54.62,38.18,211,BEL
1972,69.90,54.62,38.18,211,BEL
1973,69.90,54.62,38.18,211,BEL
1974,70.00,58.46,40.93,211,BEL
1975,70.00,58.46,40.93,211,BEL
1976,70.00,58.46,40.93,211,BEL
1977,64.00,56.71,36.30,211,BEL
1978,63.80,56.23,35.88,211,BEL
1979,63.80,56.23,35.88,211,BEL
1980,63.80,56.23,35.88,211,BEL
1981,70.00,60.08,42.06,211,BEL
1982,70.00,60.08,42.06,211,BEL
1983,70.00,60.08,42.06,211,BEL
1984,70.00,60.08,42.06,211,BEL
1985,70.00,61.24,42.87,211,BEL
1986,70.00,61.24,42.87,211,BEL
1987,70.00,62.22,43.55,211,BEL
1988,70.00,62.22,43.55,211,BEL
1989,70.00,62.22,43.55,211,BEL
1990,70.00,62.22,43.55,211,BEL
1991,70.00,61.75,43.23,211,BEL
1992,70.00,61.75,43.23,211,BEL
1993,70.00,61.75,43.23,211,BEL
1994,70.00,61.75,43.23,211,BEL
1995,70.00,60.04,42.03,211,BEL
1996,70.00,60.04,42.03,211,BEL
1997,70.00,60.04,42.03,211,BEL
1998,70.00,60.04,42.03,211,BEL
1999,70.00,61.03,42.72,211,BEL
2000,70.00,61.03,42.72,211,BEL
1981,48.20,31.67,15.26,80,BLZ
1982,48.20,31.67,15.26,80,BLZ
1983,48.20,31.67,15.26,80,BLZ
1984,47.00,31.95,15.01,80,BLZ
1985,47.00,31.95,15.01,80,BLZ
1986,47.00,31.95,15.01,80,BLZ
1987,47.00,31.95,15.01,80,BLZ
1988,47.00,31.95,15.01,80,BLZ
1989,50.00,32.21,16.11,80,BLZ
1990,50.00,32.21,16.11,80,BLZ
1991,50.00,32.21,16.11,80,BLZ
1992,50.00,32.21,16.11,80,BLZ
1993,44.80,34.37,15.40,80,BLZ
1994,44.80,34.37,15.40,80,BLZ
1995,44.80,34.37,15.40,80,BLZ
1996,44.80,34.37,15.40,80,BLZ
1997,44.80,34.37,15.40,80,BLZ
1998,40.70,34.03,13.85,80,BLZ
1999,40.70,34.03,13.85,80,BLZ
2000,40.70,34.03,13.85,80,BLZ
1960,31.30,32.33,10.12,434,BEN
1961,31.30,32.33,10.12,434,BEN
1962,31.30,32.33,10.12,434,BEN
1963,0.00,0.00,0.00,434,BEN
1964,0.20,43.12,0.09,434,BEN
1965,0.00,0.00,0.00,434,BEN
1966,0.00,0.00,0.00,434,BEN
1967,0.00,0.00,0.00,434,BEN
1968,0.00,0.00,0.00,434,BEN
1969,0.00,0.00,0.00,434,BEN
1970,0.00,0.00,0.00,434,BEN
1971,0.00,0.00,0.00,434,BEN
1972,0.00,0.00,0.00,434,BEN
1973,0.00,0.00,0.00,434,BEN
1974,0.00,0.00,0.00,434,BEN
1975,0.00,0.00,0.00,434,BEN
1976,0.00,0.00,0.00,434,BEN
1977,0.00,0.00,0.00,434,BEN
1978,0.00,0.00,0.00,434,BEN
1979,0.00,0.00,0.00,434,BEN
1980,0.00,0.00,0.00,434,BEN
1981,0.00,0.00,0.00,434,BEN
1982,0.00,0.00,0.00,434,BEN
1983,0.00,0.00,0.00,434,BEN
1984,0.00,0.00,0.00,434,BEN
1985,0.00,0.00,0.00,434,BEN
1986,0.00,0.00,0.00,434,BEN
1987,0.00,0.00,0.00,434,BEN
1988,0.00,0.00,0.00,434,BEN
1989,1.00,0.00,0.00,434,BEN
1990,1.00,0.00,0.00,434,BEN
1991,56.55,22.42,12.68,434,BEN
1992,56.55,22.42,12.68,434,BEN
1993,56.55,22.42,12.68,434,BEN
1994,56.55,22.42,12.68,434,BEN
1995,53.95,29.17,15.74,434,BEN
1996,61.70,34.40,21.22,434,BEN
1997,61.70,34.40,21.22,434,BEN
1998,61.70,34.40,21.22,434,BEN
1999,48.45,26.36,12.77,434,BEN
2000,48.45,26.36,12.77,434,BEN
1949,0.00,0.00,0.00,760,BHU
1950,0.00,0.00,0.00,760,BHU
1951,0.00,0.00,0.00,760,BHU
1952,0.00,0.00,0.00,760,BHU
1953,0.00,0.00,0.00,760,BHU
1954,0.00,0.00,0.00,760,BHU
1955,0.00,0.00,0.00,760,BHU
1956,0.00,0.00,0.00,760,BHU
1957,0.00,0.00,0.00,760,BHU
1958,0.00,0.00,0.00,760,BHU
1959,0.00,0.00,0.00,760,BHU
1960,0.00,0.00,0.00,760,BHU
1961,0.00,0.00,0.00,760,BHU
1962,0.00,0.00,0.00,760,BHU
1963,0.00,0.00,0.00,760,BHU
1964,0.00,0.00,0.00,760,BHU
1965,0.00,0.00,0.00,760,BHU
1966,0.00,0.00,0.00,760,BHU
1967,0.00,0.00,0.00,760,BHU
1968,0.00,0.00,0.00,760,BHU
1969,0.00,0.00,0.00,760,BHU
1970,0.00,0.00,0.00,760,BHU
1971,0.00,0.00,0.00,760,BHU
1972,0.00,0.00,0.00,760,BHU
1973,0.00,0.00,0.00,760,BHU
1974,0.00,0.00,0.00,760,BHU
1975,0.00,0.00,0.00,760,BHU
1976,0.00,0.00,0.00,760,BHU
1977,0.00,0.00,0.00,760,BHU
1978,0.00,0.00,0.00,760,BHU
1979,0.00,0.00,0.00,760,BHU
1980,0.00,0.00,0.00,760,BHU
1981,0.00,0.00,0.00,760,BHU
1982,0.00,0.00,0.00,760,BHU
1983,0.00,0.00,0.00,760,BHU
1984,0.00,0.00,0.00,760,BHU
1985,0.00,0.00,0.00,760,BHU
1986,0.00,0.00,0.00,760,BHU
1987,0.00,0.00,0.00,760,BHU
1988,0.00,0.00,0.00,760,BHU
1989,0.00,0.00,0.00,760,BHU
1990,0.00,0.00,0.00,760,BHU
1991,0.00,0.00,0.00,760,BHU
1992,0.00,0.00,0.00,760,BHU
1993,0.00,0.00,0.00,760,BHU
1994,0.00,0.00,0.00,760,BHU
1995,0.00,0.00,0.00,760,BHU
1996,0.00,0.00,0.00,760,BHU
1997,0.00,0.00,0.00,760,BHU
1998,0.00,0.00,0.00,760,BHU
1999,0.00,0.00,0.00,760,BHU
2000,0.00,0.00,0.00,760,BHU
1825,0.00,0.00,0.00,145,BOL
1826,0.00,0.00,0.00,145,BOL
1827,0.00,0.00,0.00,145,BOL
1828,0.00,0.00,0.00,145,BOL
1829,0.00,0.00,0.00,145,BOL
1830,0.00,0.00,0.00,145,BOL
1831,0.00,0.00,0.00,145,BOL
1832,0.00,0.00,0.00,145,BOL
1833,0.00,0.00,0.00,145,BOL
1834,0.00,0.00,0.00,145,BOL
1835,0.00,0.00,0.00,145,BOL
1836,0.00,0.00,0.00,145,BOL
1837,0.00,0.00,0.00,145,BOL
1838,0.00,0.00,0.00,145,BOL
1839,0.00,0.00,0.00,145,BOL
1840,0.00,0.00,0.00,145,BOL
1841,0.00,0.00,0.00,145,BOL
1842,0.00,0.00,0.00,145,BOL
1843,0.00,0.00,0.00,145,BOL
1844,0.00,0.00,0.00,145,BOL
1845,0.00,0.00,0.00,145,BOL
1846,0.00,0.00,0.00,145,BOL
1847,0.00,0.00,0.00,145,BOL
1848,0.00,0.00,0.00,145,BOL
1849,0.00,0.00,0.00,145,BOL
1850,0.00,0.00,0.00,145,BOL
1851,0.00,0.00,0.00,145,BOL
1852,0.00,0.00,0.00,145,BOL
1853,0.00,0.00,0.00,145,BOL
1854,0.00,0.00,0.00,145,BOL
1855,0.00,0.00,0.00,145,BOL
1856,0.00,0.00,0.00,145,BOL
1857,0.00,0.00,0.00,145,BOL
1858,0.00,0.00,0.00,145,BOL
1859,0.00,0.00,0.00,145,BOL
1860,0.00,0.00,0.00,145,BOL
1861,0.00,0.00,0.00,145,BOL
1862,0.00,0.00,0.00,145,BOL
1863,0.00,0.00,0.00,145,BOL
1864,0.00,0.00,0.00,145,BOL
1865,0.00,0.00,0.00,145,BOL
1866,0.00,0.00,0.00,145,BOL
1867,0.00,0.00,0.00,145,BOL
1868,0.00,0.00,0.00,145,BOL
1869,0.00,0.00,0.00,145,BOL
1870,0.00,0.00,0.00,145,BOL
1871,0.00,0.00,0.00,145,BOL
1872,0.00,0.00,0.00,145,BOL
1873,0.00,0.00,0.00,145,BOL
1874,0.00,0.00,0.00,145,BOL
1875,0.00,0.00,0.00,145,BOL
1876,0.00,0.00,0.00,145,BOL
1877,0.00,0.00,0.00,145,BOL
1878,0.00,0.00,0.00,145,BOL
1879,0.00,0.00,0.00,145,BOL
1880,0.00,0.00,0.00,145,BOL
1881,0.00,0.00,0.00,145,BOL
1882,0.00,0.00,0.00,145,BOL
1883,0.00,0.00,0.00,145,BOL
1884,60.00,1.51,0.91,145,BOL
1885,60.00,1.51,0.91,145,BOL
1886,60.00,1.51,0.91,145,BOL
1887,60.00,1.51,0.91,145,BOL
1888,22.10,1.62,0.36,145,BOL
1889,22.10,1.62,0.36,145,BOL
1890,22.10,1.62,0.36,145,BOL
1891,22.10,1.62,0.36,145,BOL
1892,56.00,1.78,1.00,145,BOL
1893,56.00,1.78,1.00,145,BOL
1894,56.00,1.78,1.00,145,BOL
1895,56.00,1.78,1.00,145,BOL
1896,46.30,1.84,0.85,145,BOL
1897,46.30,1.84,0.85,145,BOL
1898,46.30,1.84,0.85,145,BOL
1899,10.00,0.00,0.00,145,BOL
1900,10.00,0.00,0.00,145,BOL
1901,10.00,0.00,0.00,145,BOL
1902,10.00,0.00,0.00,145,BOL
1903,10.00,0.00,0.00,145,BOL
1904,5.00,2.28,0.11,145,BOL
1905,5.00,2.28,0.11,145,BOL
1906,5.00,2.28,0.11,145,BOL
1907,5.00,2.28,0.11,145,BOL
1908,0.00,0.00,0.00,145,BOL
1909,10.00,2.30,0.23,145,BOL
1910,10.00,2.30,0.23,145,BOL
1911,10.00,2.30,0.23,145,BOL
1912,10.00,2.30,0.23,145,BOL
1913,0.00,3.00,0.00,145,BOL
1914,0.00,3.00,0.00,145,BOL
1915,0.00,3.00,0.00,145,BOL
1916,0.00,3.00,0.00,145,BOL
1917,11.00,3.83,0.42,145,BOL
1918,11.00,3.83,0.42,145,BOL
1919,11.00,3.83,0.42,145,BOL
1920,0.00,0.00,0.00,145,BOL
1921,10.00,0.00,0.00,145,BOL
1922,10.00,0.00,0.00,145,BOL
1923,10.00,0.00,0.00,145,BOL
1924,10.00,0.00,0.00,145,BOL
1925,2.70,3.21,0.09,145,BOL
1926,2.70,3.21,0.09,145,BOL
1927,2.70,3.21,0.09,145,BOL
1928,2.70,3.21,0.09,145,BOL
1930,0.00,0.00,0.00,145,BOL
1931,10.00,1.57,0.16,145,BOL
1932,10.00,1.57,0.16,145,BOL
1933,10.00,1.57,0.16,145,BOL
1934,0.00,0.00,0.00,145,BOL
1935,0.00,0.00,0.00,145,BOL
1936,0.00,0.00,0.00,145,BOL
1937,0.00,0.00,0.00,145,BOL
1938,0.00,0.00,0.00,145,BOL
1939,0.00,0.00,0.00,145,BOL
1940,17.70,3.16,0.56,145,BOL
1941,17.70,3.16,0.56,145,BOL
1942,17.70,3.16,0.56,145,BOL
1943,0.00,0.00,0.00,145,BOL
1944,0.00,0.00,0.00,145,BOL
1945,0.00,0.00,0.00,145,BOL
1946,0.00,0.00,0.00,145,BOL
1947,49.80,2.98,1.48,145,BOL
1948,49.80,2.98,1.48,145,BOL
1949,49.80,2.98,1.48,145,BOL
1950,49.80,2.98,1.48,145,BOL
1951,0.00,0.00,0.00,145,BOL
1952,57.10,4.11,2.35,145,BOL
1953,57.10,4.11,2.35,145,BOL
1954,57.10,4.11,2.35,145,BOL
1955,57.10,4.11,2.35,145,BOL
1956,17.80,28.26,5.03,145,BOL
1957,17.80,28.26,5.03,145,BOL
1958,17.80,28.26,5.03,145,BOL
1959,17.80,28.26,5.03,145,BOL
1960,25.50,25.86,6.59,145,BOL
1961,25.50,25.86,6.59,145,BOL
1962,25.50,25.86,6.59,145,BOL
1963,25.50,25.86,6.59,145,BOL
1964,0.00,0.00,0.00,145,BOL
1965,0.00,0.00,0.00,145,BOL
1966,38.40,24.71,9.49,145,BOL
1967,38.40,24.71,9.49,145,BOL
1968,38.40,24.71,9.49,145,BOL
1969,0.00,0.00,0.00,145,BOL
1970,0.00,0.00,0.00,145,BOL
1971,0.00,0.00,0.00,145,BOL
1972,0.00,0.00,0.00,145,BOL
1973,0.00,0.00,0.00,145,BOL
1974,0.00,0.00,0.00,145,BOL
1975,0.00,0.00,0.00,145,BOL
1976,0.00,0.00,0.00,145,BOL
1977,0.00,0.00,0.00,145,BOL
1978,0.00,0.00,0.00,145,BOL
1979,0.00,0.00,0.00,145,BOL
1980,0.00,0.00,0.00,145,BOL
1981,0.00,0.00,0.00,145,BOL
1982,64.00,24.82,15.89,145,BOL
1983,64.00,24.82,15.89,145,BOL
1984,64.00,24.82,15.89,145,BOL
1985,40.00,21.95,8.78,145,BOL
1986,40.00,21.95,8.78,145,BOL
1987,40.00,21.95,8.78,145,BOL
1988,40.00,21.95,8.78,145,BOL
1989,45.00,24.31,10.94,145,BOL
1990,45.00,24.31,10.94,145,BOL
1991,45.00,24.31,10.94,145,BOL
1992,45.00,24.31,10.94,145,BOL
1993,66.20,23.32,15.44,145,BOL
1994,66.20,23.32,15.44,145,BOL
1995,66.20,23.32,15.44,145,BOL
1996,66.20,23.32,15.44,145,BOL
1997,70.00,29.47,20.63,145,BOL
1998,70.00,29.47,20.63,145,BOL
1999,70.00,29.47,20.63,145,BOL
2000,70.00,29.47,20.63,145,BOL
1991,64.20,50.00,32.10,346,BOS
1996,61.90,53.13,32.89,346,BOS
1997,61.90,53.13,32.89,346,BOS
1998,66.20,40.99,27.14,346,BOS
